Barcode,region
s_008um_00389_00535-1,SI
s_008um_00539_00261-1,Colon
s_008um_00525_00246-1,Colon
s_008um_00534_00249-1,Colon
s_008um_00401_00493-1,SI
s_008um_00580_00482-1,SI
s_008um_00348_00213-1,Colon
s_008um_00588_00460-1,SI
s_008um_00422_00482-1,SI
s_008um_00345_00536-1,SI
s_008um_00600_00270-1,Colon
s_008um_00364_00300-1,Colon
s_008um_00414_00485-1,SI
s_008um_00461_00207-1,Colon
s_008um_00373_00530-1,SI
s_008um_00576_00217-1,Colon
s_008um_00416_00250-1,Colon
s_008um_00523_00286-1,Colon
s_008um_00526_00280-1,Colon
s_008um_00322_00272-1,Colon
s_008um_00501_00235-1,Colon
s_008um_00479_00261-1,Colon
s_008um_00455_00243-1,Colon
s_008um_00504_00278-1,Colon
s_008um_00561_00240-1,Colon
s_008um_00350_00543-1,SI
s_008um_00449_00513-1,SI
s_008um_00443_00486-1,SI
s_008um_00338_00532-1,SI
s_008um_00507_00221-1,Colon
s_008um_00339_00274-1,Colon
s_008um_00390_00515-1,SI
s_008um_00418_00257-1,Colon
s_008um_00541_00501-1,SI
s_008um_00386_00520-1,SI
s_008um_00580_00237-1,Colon
s_008um_00462_00222-1,Colon
s_008um_00408_00548-1,SI
s_008um_00398_00296-1,Colon
s_008um_00400_00538-1,SI
s_008um_00532_00479-1,SI
s_008um_00519_00451-1,SI
s_008um_00612_00465-1,SI
s_008um_00480_00258-1,Colon
s_008um_00598_00460-1,SI
s_008um_00540_00458-1,SI
s_008um_00601_00443-1,SI
s_008um_00480_00514-1,SI
s_008um_00335_00293-1,Colon
s_008um_00590_00264-1,Colon
s_008um_00594_00236-1,Colon
s_008um_00554_00469-1,SI
s_008um_00311_00556-1,SI
s_008um_00585_00254-1,Colon
s_008um_00523_00476-1,SI
s_008um_00360_00307-1,Colon
s_008um_00401_00559-1,SI
s_008um_00584_00442-1,SI
s_008um_00513_00496-1,SI
s_008um_00382_00302-1,Colon
s_008um_00478_00506-1,SI
s_008um_00367_00194-1,Colon
s_008um_00340_00238-1,Colon
s_008um_00415_00201-1,Colon
s_008um_00514_00256-1,Colon
s_008um_00467_00262-1,Colon
s_008um_00300_00567-1,SI
s_008um_00550_00496-1,SI
s_008um_00472_00253-1,Colon
s_008um_00346_00313-1,Colon
s_008um_00411_00493-1,SI
s_008um_00381_00529-1,SI
s_008um_00608_00468-1,SI
s_008um_00377_00218-1,Colon
s_008um_00311_00601-1,SI
s_008um_00557_00435-1,SI
s_008um_00590_00240-1,Colon
s_008um_00439_00479-1,SI
s_008um_00288_00598-1,SI
s_008um_00289_00585-1,SI
s_008um_00423_00189-1,Colon
s_008um_00468_00274-1,Colon
s_008um_00501_00484-1,SI
s_008um_00456_00486-1,SI
s_008um_00464_00530-1,SI
s_008um_00286_00558-1,SI
s_008um_00400_00260-1,Colon
s_008um_00385_00202-1,Colon
s_008um_00336_00246-1,Colon
s_008um_00321_00272-1,Colon
s_008um_00385_00291-1,Colon
s_008um_00388_00272-1,Colon
s_008um_00359_00208-1,Colon
s_008um_00502_00266-1,Colon
s_008um_00340_00508-1,SI
s_008um_00412_00236-1,Colon
s_008um_00442_00265-1,Colon
s_008um_00392_00282-1,Colon
s_008um_00425_00200-1,Colon
s_008um_00553_00470-1,SI
s_008um_00577_00263-1,Colon
s_008um_00543_00452-1,SI
s_008um_00522_00461-1,SI
s_008um_00557_00466-1,SI
s_008um_00390_00215-1,Colon
s_008um_00502_00493-1,SI
s_008um_00577_00245-1,Colon
s_008um_00527_00276-1,Colon
s_008um_00476_00231-1,Colon
s_008um_00532_00493-1,SI
s_008um_00438_00213-1,Colon
s_008um_00357_00206-1,Colon
s_008um_00375_00300-1,Colon
s_008um_00384_00488-1,SI
s_008um_00333_00246-1,Colon
s_008um_00411_00223-1,Colon
s_008um_00511_00487-1,SI
s_008um_00492_00240-1,Colon
s_008um_00290_00566-1,SI
s_008um_00595_00250-1,Colon
s_008um_00377_00257-1,Colon
s_008um_00462_00267-1,Colon
s_008um_00564_00463-1,SI
s_008um_00398_00528-1,SI
s_008um_00561_00489-1,SI
s_008um_00524_00235-1,Colon
s_008um_00570_00265-1,Colon
s_008um_00500_00506-1,SI
s_008um_00358_00514-1,SI
s_008um_00464_00248-1,Colon
s_008um_00543_00245-1,Colon
s_008um_00539_00216-1,Colon
s_008um_00581_00282-1,Colon
s_008um_00576_00266-1,Colon
s_008um_00506_00516-1,SI
s_008um_00538_00256-1,Colon
s_008um_00560_00497-1,SI
s_008um_00388_00519-1,SI
s_008um_00559_00237-1,Colon
s_008um_00564_00279-1,Colon
s_008um_00593_00476-1,SI
s_008um_00375_00526-1,SI
s_008um_00353_00267-1,Colon
s_008um_00387_00518-1,SI
s_008um_00531_00255-1,Colon
s_008um_00431_00222-1,Colon
s_008um_00382_00291-1,Colon
s_008um_00451_00245-1,Colon
s_008um_00529_00486-1,SI
s_008um_00401_00514-1,SI
s_008um_00365_00242-1,Colon
s_008um_00460_00272-1,Colon
s_008um_00461_00245-1,Colon
s_008um_00389_00247-1,Colon
s_008um_00417_00272-1,Colon
s_008um_00294_00587-1,SI
s_008um_00553_00277-1,Colon
s_008um_00533_00252-1,Colon
s_008um_00442_00251-1,Colon
s_008um_00567_00266-1,Colon
s_008um_00480_00264-1,Colon
s_008um_00495_00506-1,SI
s_008um_00386_00214-1,Colon
s_008um_00352_00271-1,Colon
s_008um_00552_00472-1,SI
s_008um_00425_00269-1,Colon
s_008um_00421_00200-1,Colon
s_008um_00422_00195-1,Colon
s_008um_00493_00267-1,Colon
s_008um_00377_00235-1,Colon
s_008um_00421_00249-1,Colon
s_008um_00573_00242-1,Colon
s_008um_00467_00499-1,SI
s_008um_00587_00281-1,Colon
s_008um_00390_00293-1,Colon
s_008um_00383_00264-1,Colon
s_008um_00530_00274-1,Colon
s_008um_00392_00539-1,SI
s_008um_00401_00509-1,SI
s_008um_00376_00299-1,Colon
s_008um_00374_00535-1,SI
s_008um_00450_00532-1,SI
s_008um_00570_00443-1,SI
s_008um_00424_00561-1,SI
s_008um_00322_00544-1,SI
s_008um_00600_00247-1,Colon
s_008um_00356_00532-1,SI
s_008um_00490_00479-1,SI
s_008um_00558_00274-1,Colon
s_008um_00467_00236-1,Colon
s_008um_00623_00435-1,SI
s_008um_00483_00218-1,Colon
s_008um_00530_00249-1,Colon
s_008um_00390_00234-1,Colon
s_008um_00317_00535-1,SI
s_008um_00464_00517-1,SI
s_008um_00416_00254-1,Colon
s_008um_00369_00536-1,SI
s_008um_00476_00482-1,SI
s_008um_00470_00222-1,Colon
s_008um_00553_00258-1,Colon
s_008um_00452_00535-1,SI
s_008um_00594_00462-1,SI
s_008um_00432_00221-1,Colon
s_008um_00412_00537-1,SI
s_008um_00548_00448-1,SI
s_008um_00418_00488-1,SI
s_008um_00329_00544-1,SI
s_008um_00442_00527-1,SI
s_008um_00526_00256-1,Colon
s_008um_00354_00541-1,SI
s_008um_00376_00243-1,Colon
s_008um_00532_00221-1,Colon
s_008um_00590_00460-1,SI
s_008um_00405_00513-1,SI
s_008um_00342_00207-1,Colon
s_008um_00426_00219-1,Colon
s_008um_00439_00218-1,Colon
s_008um_00469_00234-1,Colon
s_008um_00422_00203-1,Colon
s_008um_00397_00525-1,SI
s_008um_00630_00427-1,SI
s_008um_00566_00241-1,Colon
s_008um_00404_00516-1,SI
s_008um_00280_00581-1,SI
s_008um_00538_00255-1,Colon
s_008um_00380_00191-1,Colon
s_008um_00362_00233-1,Colon
s_008um_00492_00228-1,Colon
s_008um_00332_00272-1,Colon
s_008um_00546_00437-1,SI
s_008um_00549_00243-1,Colon
s_008um_00428_00209-1,Colon
s_008um_00476_00238-1,Colon
s_008um_00558_00267-1,Colon
s_008um_00370_00539-1,SI
s_008um_00421_00519-1,SI
s_008um_00601_00447-1,SI
s_008um_00282_00584-1,SI
s_008um_00431_00193-1,Colon
s_008um_00418_00513-1,SI
s_008um_00527_00288-1,Colon
s_008um_00385_00261-1,Colon
s_008um_00333_00260-1,Colon
s_008um_00315_00547-1,SI
s_008um_00520_00506-1,SI
s_008um_00444_00200-1,Colon
s_008um_00568_00270-1,Colon
s_008um_00529_00223-1,Colon
s_008um_00390_00486-1,SI
s_008um_00455_00277-1,Colon
s_008um_00514_00501-1,SI
s_008um_00411_00224-1,Colon
s_008um_00418_00497-1,SI
s_008um_00419_00241-1,Colon
s_008um_00341_00309-1,Colon
s_008um_00386_00511-1,SI
s_008um_00577_00257-1,Colon
s_008um_00560_00467-1,SI
s_008um_00497_00259-1,Colon
s_008um_00440_00505-1,SI
s_008um_00529_00286-1,Colon
s_008um_00449_00528-1,SI
s_008um_00404_00523-1,SI
s_008um_00508_00480-1,SI
s_008um_00396_00291-1,Colon
s_008um_00426_00556-1,SI
s_008um_00351_00266-1,Colon
s_008um_00471_00239-1,Colon
s_008um_00386_00486-1,SI
s_008um_00390_00263-1,Colon
s_008um_00518_00221-1,Colon
s_008um_00504_00508-1,SI
s_008um_00419_00549-1,SI
s_008um_00354_00241-1,Colon
s_008um_00549_00450-1,SI
s_008um_00371_00202-1,Colon
s_008um_00491_00508-1,SI
s_008um_00484_00244-1,Colon
s_008um_00628_00436-1,SI
s_008um_00489_00243-1,Colon
s_008um_00436_00194-1,Colon
s_008um_00593_00472-1,SI
s_008um_00370_00288-1,Colon
s_008um_00362_00208-1,Colon
s_008um_00443_00255-1,Colon
s_008um_00426_00547-1,SI
s_008um_00413_00566-1,SI
s_008um_00345_00211-1,Colon
s_008um_00373_00271-1,Colon
s_008um_00460_00271-1,Colon
s_008um_00376_00195-1,Colon
s_008um_00355_00535-1,SI
s_008um_00441_00515-1,SI
s_008um_00541_00231-1,Colon
s_008um_00502_00261-1,Colon
s_008um_00409_00546-1,SI
s_008um_00530_00282-1,Colon
s_008um_00524_00464-1,SI
s_008um_00570_00282-1,Colon
s_008um_00440_00227-1,Colon
s_008um_00361_00301-1,Colon
s_008um_00593_00453-1,SI
s_008um_00488_00246-1,Colon
s_008um_00515_00243-1,Colon
s_008um_00333_00269-1,Colon
s_008um_00405_00534-1,SI
s_008um_00571_00242-1,Colon
s_008um_00606_00451-1,SI
s_008um_00548_00272-1,Colon
s_008um_00455_00225-1,Colon
s_008um_00578_00428-1,SI
s_008um_00503_00252-1,Colon
s_008um_00390_00542-1,SI
s_008um_00500_00267-1,Colon
s_008um_00570_00441-1,SI
s_008um_00392_00266-1,Colon
s_008um_00343_00254-1,Colon
s_008um_00472_00227-1,Colon
s_008um_00302_00547-1,SI
s_008um_00449_00510-1,SI
s_008um_00382_00254-1,Colon
s_008um_00433_00213-1,Colon
s_008um_00479_00480-1,SI
s_008um_00345_00275-1,Colon
s_008um_00440_00492-1,SI
s_008um_00335_00523-1,SI
s_008um_00546_00503-1,SI
s_008um_00392_00246-1,Colon
s_008um_00390_00485-1,SI
s_008um_00546_00487-1,SI
s_008um_00376_00278-1,Colon
s_008um_00504_00274-1,Colon
s_008um_00537_00482-1,SI
s_008um_00385_00268-1,Colon
s_008um_00335_00295-1,Colon
s_008um_00449_00208-1,Colon
s_008um_00557_00267-1,Colon
s_008um_00366_00516-1,SI
s_008um_00510_00221-1,Colon
s_008um_00558_00242-1,Colon
s_008um_00569_00445-1,SI
s_008um_00339_00287-1,Colon
s_008um_00557_00256-1,Colon
s_008um_00368_00257-1,Colon
s_008um_00354_00243-1,Colon
s_008um_00403_00227-1,Colon
s_008um_00373_00517-1,SI
s_008um_00362_00286-1,Colon
s_008um_00507_00482-1,SI
s_008um_00360_00508-1,SI
s_008um_00591_00268-1,Colon
s_008um_00368_00275-1,Colon
s_008um_00416_00216-1,Colon
s_008um_00345_00270-1,Colon
s_008um_00484_00256-1,Colon
s_008um_00534_00464-1,SI
s_008um_00424_00239-1,Colon
s_008um_00408_00210-1,Colon
s_008um_00481_00482-1,SI
s_008um_00597_00468-1,SI
s_008um_00382_00280-1,Colon
s_008um_00436_00214-1,Colon
s_008um_00470_00250-1,Colon
s_008um_00438_00483-1,SI
s_008um_00469_00249-1,Colon
s_008um_00402_00521-1,SI
s_008um_00509_00498-1,SI
s_008um_00586_00467-1,SI
s_008um_00420_00500-1,SI
s_008um_00514_00249-1,Colon
s_008um_00367_00289-1,Colon
s_008um_00406_00244-1,Colon
s_008um_00348_00243-1,Colon
s_008um_00635_00432-1,SI
s_008um_00578_00239-1,Colon
s_008um_00433_00203-1,Colon
s_008um_00368_00201-1,Colon
s_008um_00474_00537-1,SI
s_008um_00486_00241-1,Colon
s_008um_00427_00543-1,SI
s_008um_00451_00547-1,SI
s_008um_00443_00194-1,Colon
s_008um_00534_00487-1,SI
s_008um_00427_00507-1,SI
s_008um_00438_00229-1,Colon
s_008um_00575_00248-1,Colon
s_008um_00332_00274-1,Colon
s_008um_00586_00457-1,SI
s_008um_00527_00449-1,SI
s_008um_00609_00471-1,SI
s_008um_00550_00203-1,Colon
s_008um_00550_00278-1,Colon
s_008um_00344_00308-1,Colon
s_008um_00474_00542-1,SI
s_008um_00566_00217-1,Colon
s_008um_00342_00245-1,Colon
s_008um_00401_00520-1,SI
s_008um_00373_00244-1,Colon
s_008um_00583_00257-1,Colon
s_008um_00382_00197-1,Colon
s_008um_00585_00465-1,SI
s_008um_00533_00497-1,SI
s_008um_00391_00243-1,Colon
s_008um_00510_00239-1,Colon
s_008um_00518_00283-1,Colon
s_008um_00505_00218-1,Colon
s_008um_00575_00224-1,Colon
s_008um_00587_00471-1,SI
s_008um_00590_00239-1,Colon
s_008um_00582_00276-1,Colon
s_008um_00364_00507-1,SI
s_008um_00585_00462-1,SI
s_008um_00584_00449-1,SI
s_008um_00404_00499-1,SI
s_008um_00440_00499-1,SI
s_008um_00555_00216-1,Colon
s_008um_00463_00487-1,SI
s_008um_00450_00488-1,SI
s_008um_00393_00531-1,SI
s_008um_00297_00596-1,SI
s_008um_00561_00448-1,SI
s_008um_00542_00267-1,Colon
s_008um_00334_00310-1,Colon
s_008um_00480_00223-1,Colon
s_008um_00353_00306-1,Colon
s_008um_00502_00223-1,Colon
s_008um_00569_00239-1,Colon
s_008um_00324_00304-1,Colon
s_008um_00491_00221-1,Colon
s_008um_00576_00248-1,Colon
s_008um_00294_00557-1,SI
s_008um_00373_00200-1,Colon
s_008um_00394_00219-1,Colon
s_008um_00440_00518-1,SI
s_008um_00521_00270-1,Colon
s_008um_00480_00268-1,Colon
s_008um_00598_00447-1,SI
s_008um_00521_00226-1,Colon
s_008um_00422_00542-1,SI
s_008um_00456_00274-1,Colon
s_008um_00418_00499-1,SI
s_008um_00464_00506-1,SI
s_008um_00489_00269-1,Colon
s_008um_00346_00307-1,Colon
s_008um_00581_00450-1,SI
s_008um_00382_00516-1,SI
s_008um_00401_00552-1,SI
s_008um_00541_00208-1,Colon
s_008um_00352_00269-1,Colon
s_008um_00558_00263-1,Colon
s_008um_00476_00517-1,SI
s_008um_00636_00438-1,SI
s_008um_00616_00442-1,SI
s_008um_00410_00493-1,SI
s_008um_00396_00513-1,SI
s_008um_00512_00284-1,Colon
s_008um_00502_00221-1,Colon
s_008um_00500_00484-1,SI
s_008um_00333_00287-1,Colon
s_008um_00580_00278-1,Colon
s_008um_00456_00240-1,Colon
s_008um_00529_00207-1,Colon
s_008um_00426_00254-1,Colon
s_008um_00456_00539-1,SI
s_008um_00368_00516-1,SI
s_008um_00628_00444-1,SI
s_008um_00478_00257-1,Colon
s_008um_00570_00214-1,Colon
s_008um_00536_00246-1,Colon
s_008um_00409_00505-1,SI
s_008um_00475_00512-1,SI
s_008um_00460_00536-1,SI
s_008um_00360_00252-1,Colon
s_008um_00445_00485-1,SI
s_008um_00432_00531-1,SI
s_008um_00479_00232-1,Colon
s_008um_00416_00483-1,SI
s_008um_00440_00197-1,Colon
s_008um_00551_00244-1,Colon
s_008um_00354_00538-1,SI
s_008um_00400_00245-1,Colon
s_008um_00461_00504-1,SI
s_008um_00559_00208-1,Colon
s_008um_00460_00275-1,Colon
s_008um_00409_00498-1,SI
s_008um_00463_00519-1,SI
s_008um_00466_00208-1,Colon
s_008um_00419_00265-1,Colon
s_008um_00517_00486-1,SI
s_008um_00412_00553-1,SI
s_008um_00381_00267-1,Colon
s_008um_00467_00223-1,Colon
s_008um_00384_00256-1,Colon
s_008um_00480_00265-1,Colon
s_008um_00417_00254-1,Colon
s_008um_00569_00251-1,Colon
s_008um_00435_00482-1,SI
s_008um_00306_00541-1,SI
s_008um_00409_00228-1,Colon
s_008um_00615_00439-1,SI
s_008um_00425_00545-1,SI
s_008um_00580_00484-1,SI
s_008um_00551_00223-1,Colon
s_008um_00531_00281-1,Colon
s_008um_00371_00207-1,Colon
s_008um_00356_00294-1,Colon
s_008um_00418_00228-1,Colon
s_008um_00578_00218-1,Colon
s_008um_00530_00247-1,Colon
s_008um_00592_00458-1,SI
s_008um_00350_00295-1,Colon
s_008um_00409_00528-1,SI
s_008um_00363_00277-1,Colon
s_008um_00406_00215-1,Colon
s_008um_00559_00212-1,Colon
s_008um_00583_00478-1,SI
s_008um_00368_00305-1,Colon
s_008um_00463_00256-1,Colon
s_008um_00501_00481-1,SI
s_008um_00442_00204-1,Colon
s_008um_00344_00280-1,Colon
s_008um_00363_00272-1,Colon
s_008um_00518_00477-1,SI
s_008um_00565_00252-1,Colon
s_008um_00361_00274-1,Colon
s_008um_00570_00485-1,SI
s_008um_00408_00528-1,SI
s_008um_00469_00258-1,Colon
s_008um_00537_00249-1,Colon
s_008um_00362_00224-1,Colon
s_008um_00510_00262-1,Colon
s_008um_00334_00522-1,SI
s_008um_00407_00489-1,SI
s_008um_00346_00316-1,Colon
s_008um_00589_00274-1,Colon
s_008um_00582_00263-1,Colon
s_008um_00578_00426-1,SI
s_008um_00384_00258-1,Colon
s_008um_00581_00219-1,Colon
s_008um_00374_00288-1,Colon
s_008um_00538_00261-1,Colon
s_008um_00557_00223-1,Colon
s_008um_00371_00280-1,Colon
s_008um_00377_00282-1,Colon
s_008um_00584_00465-1,SI
s_008um_00338_00283-1,Colon
s_008um_00350_00256-1,Colon
s_008um_00380_00251-1,Colon
s_008um_00482_00509-1,SI
s_008um_00343_00228-1,Colon
s_008um_00536_00471-1,SI
s_008um_00417_00192-1,Colon
s_008um_00579_00224-1,Colon
s_008um_00569_00243-1,Colon
s_008um_00556_00249-1,Colon
s_008um_00535_00264-1,Colon
s_008um_00377_00191-1,Colon
s_008um_00598_00254-1,Colon
s_008um_00427_00539-1,SI
s_008um_00374_00273-1,Colon
s_008um_00342_00251-1,Colon
s_008um_00415_00522-1,SI
s_008um_00322_00286-1,Colon
s_008um_00444_00259-1,Colon
s_008um_00560_00221-1,Colon
s_008um_00463_00263-1,Colon
s_008um_00577_00481-1,SI
s_008um_00409_00224-1,Colon
s_008um_00353_00295-1,Colon
s_008um_00416_00546-1,SI
s_008um_00376_00246-1,Colon
s_008um_00527_00234-1,Colon
s_008um_00492_00243-1,Colon
s_008um_00398_00245-1,Colon
s_008um_00348_00299-1,Colon
s_008um_00404_00226-1,Colon
s_008um_00501_00226-1,Colon
s_008um_00412_00564-1,SI
s_008um_00540_00249-1,Colon
s_008um_00532_00472-1,SI
s_008um_00406_00248-1,Colon
s_008um_00353_00303-1,Colon
s_008um_00553_00454-1,SI
s_008um_00414_00216-1,Colon
s_008um_00429_00220-1,Colon
s_008um_00448_00522-1,SI
s_008um_00374_00548-1,SI
s_008um_00604_00454-1,SI
s_008um_00408_00251-1,Colon
s_008um_00398_00244-1,Colon
s_008um_00401_00551-1,SI
s_008um_00360_00531-1,SI
s_008um_00399_00543-1,SI
s_008um_00436_00550-1,SI
s_008um_00572_00215-1,Colon
s_008um_00380_00297-1,Colon
s_008um_00428_00563-1,SI
s_008um_00491_00260-1,Colon
s_008um_00408_00247-1,Colon
s_008um_00354_00242-1,Colon
s_008um_00313_00605-1,SI
s_008um_00374_00212-1,Colon
s_008um_00374_00221-1,Colon
s_008um_00450_00205-1,Colon
s_008um_00462_00259-1,Colon
s_008um_00471_00269-1,Colon
s_008um_00514_00464-1,SI
s_008um_00354_00310-1,Colon
s_008um_00416_00513-1,SI
s_008um_00393_00551-1,SI
s_008um_00347_00240-1,Colon
s_008um_00437_00206-1,Colon
s_008um_00407_00496-1,SI
s_008um_00387_00278-1,Colon
s_008um_00408_00241-1,Colon
s_008um_00531_00268-1,Colon
s_008um_00485_00506-1,SI
s_008um_00468_00242-1,Colon
s_008um_00567_00434-1,SI
s_008um_00408_00568-1,SI
s_008um_00417_00219-1,Colon
s_008um_00512_00267-1,Colon
s_008um_00585_00273-1,Colon
s_008um_00472_00489-1,SI
s_008um_00434_00559-1,SI
s_008um_00521_00246-1,Colon
s_008um_00410_00511-1,SI
s_008um_00342_00283-1,Colon
s_008um_00475_00530-1,SI
s_008um_00308_00559-1,SI
s_008um_00460_00230-1,Colon
s_008um_00391_00284-1,Colon
s_008um_00356_00264-1,Colon
s_008um_00523_00215-1,Colon
s_008um_00553_00472-1,SI
s_008um_00429_00216-1,Colon
s_008um_00299_00594-1,SI
s_008um_00347_00211-1,Colon
s_008um_00483_00268-1,Colon
s_008um_00426_00507-1,SI
s_008um_00418_00265-1,Colon
s_008um_00587_00260-1,Colon
s_008um_00632_00451-1,SI
s_008um_00374_00519-1,SI
s_008um_00499_00242-1,Colon
s_008um_00502_00488-1,SI
s_008um_00528_00224-1,Colon
s_008um_00466_00523-1,SI
s_008um_00359_00264-1,Colon
s_008um_00587_00446-1,SI
s_008um_00631_00450-1,SI
s_008um_00423_00519-1,SI
s_008um_00627_00445-1,SI
s_008um_00542_00205-1,Colon
s_008um_00381_00220-1,Colon
s_008um_00375_00302-1,Colon
s_008um_00613_00459-1,SI
s_008um_00339_00299-1,Colon
s_008um_00337_00268-1,Colon
s_008um_00340_00283-1,Colon
s_008um_00462_00239-1,Colon
s_008um_00591_00477-1,SI
s_008um_00545_00251-1,Colon
s_008um_00440_00200-1,Colon
s_008um_00443_00195-1,Colon
s_008um_00441_00548-1,SI
s_008um_00568_00426-1,SI
s_008um_00558_00255-1,Colon
s_008um_00372_00278-1,Colon
s_008um_00472_00528-1,SI
s_008um_00435_00218-1,Colon
s_008um_00361_00503-1,SI
s_008um_00462_00223-1,Colon
s_008um_00597_00446-1,SI
s_008um_00514_00255-1,Colon
s_008um_00372_00286-1,Colon
s_008um_00412_00517-1,SI
s_008um_00420_00202-1,Colon
s_008um_00435_00201-1,Colon
s_008um_00453_00266-1,Colon
s_008um_00509_00261-1,Colon
s_008um_00339_00526-1,SI
s_008um_00489_00274-1,Colon
s_008um_00516_00252-1,Colon
s_008um_00636_00454-1,SI
s_008um_00341_00235-1,Colon
s_008um_00362_00211-1,Colon
s_008um_00634_00455-1,SI
s_008um_00341_00254-1,Colon
s_008um_00470_00533-1,SI
s_008um_00375_00303-1,Colon
s_008um_00345_00262-1,Colon
s_008um_00624_00472-1,SI
s_008um_00542_00476-1,SI
s_008um_00456_00235-1,Colon
s_008um_00338_00270-1,Colon
s_008um_00558_00228-1,Colon
s_008um_00370_00227-1,Colon
s_008um_00358_00529-1,SI
s_008um_00377_00263-1,Colon
s_008um_00529_00237-1,Colon
s_008um_00543_00464-1,SI
s_008um_00469_00205-1,Colon
s_008um_00494_00222-1,Colon
s_008um_00366_00206-1,Colon
s_008um_00510_00500-1,SI
s_008um_00369_00282-1,Colon
s_008um_00572_00221-1,Colon
s_008um_00477_00504-1,SI
s_008um_00529_00264-1,Colon
s_008um_00525_00213-1,Colon
s_008um_00533_00273-1,Colon
s_008um_00580_00476-1,SI
s_008um_00370_00270-1,Colon
s_008um_00281_00579-1,SI
s_008um_00551_00241-1,Colon
s_008um_00444_00528-1,SI
s_008um_00545_00224-1,Colon
s_008um_00547_00229-1,Colon
s_008um_00498_00218-1,Colon
s_008um_00519_00285-1,Colon
s_008um_00564_00252-1,Colon
s_008um_00327_00266-1,Colon
s_008um_00549_00255-1,Colon
s_008um_00442_00256-1,Colon
s_008um_00519_00486-1,SI
s_008um_00293_00568-1,SI
s_008um_00403_00524-1,SI
s_008um_00561_00450-1,SI
s_008um_00455_00528-1,SI
s_008um_00410_00509-1,SI
s_008um_00467_00238-1,Colon
s_008um_00447_00248-1,Colon
s_008um_00324_00282-1,Colon
s_008um_00398_00255-1,Colon
s_008um_00441_00250-1,Colon
s_008um_00470_00525-1,SI
s_008um_00389_00508-1,SI
s_008um_00526_00448-1,SI
s_008um_00399_00253-1,Colon
s_008um_00450_00266-1,Colon
s_008um_00442_00244-1,Colon
s_008um_00595_00441-1,SI
s_008um_00605_00461-1,SI
s_008um_00334_00514-1,SI
s_008um_00474_00224-1,Colon
s_008um_00458_00528-1,SI
s_008um_00344_00207-1,Colon
s_008um_00403_00203-1,Colon
s_008um_00427_00506-1,SI
s_008um_00530_00239-1,Colon
s_008um_00335_00527-1,SI
s_008um_00426_00248-1,Colon
s_008um_00571_00457-1,SI
s_008um_00505_00256-1,Colon
s_008um_00331_00261-1,Colon
s_008um_00323_00280-1,Colon
s_008um_00444_00473-1,SI
s_008um_00436_00493-1,SI
s_008um_00479_00256-1,Colon
s_008um_00349_00317-1,Colon
s_008um_00419_00487-1,SI
s_008um_00559_00238-1,Colon
s_008um_00427_00277-1,Colon
s_008um_00373_00521-1,SI
s_008um_00417_00525-1,SI
s_008um_00381_00484-1,SI
s_008um_00460_00498-1,SI
s_008um_00422_00486-1,SI
s_008um_00368_00269-1,Colon
s_008um_00418_00510-1,SI
s_008um_00519_00271-1,Colon
s_008um_00464_00508-1,SI
s_008um_00441_00251-1,Colon
s_008um_00356_00207-1,Colon
s_008um_00344_00534-1,SI
s_008um_00522_00456-1,SI
s_008um_00434_00485-1,SI
s_008um_00495_00517-1,SI
s_008um_00474_00541-1,SI
s_008um_00447_00265-1,Colon
s_008um_00560_00244-1,Colon
s_008um_00474_00485-1,SI
s_008um_00308_00545-1,SI
s_008um_00548_00465-1,SI
s_008um_00364_00226-1,Colon
s_008um_00416_00233-1,Colon
s_008um_00416_00213-1,Colon
s_008um_00350_00271-1,Colon
s_008um_00424_00252-1,Colon
s_008um_00337_00286-1,Colon
s_008um_00403_00255-1,Colon
s_008um_00347_00258-1,Colon
s_008um_00595_00255-1,Colon
s_008um_00428_00246-1,Colon
s_008um_00438_00488-1,SI
s_008um_00604_00243-1,Colon
s_008um_00368_00254-1,Colon
s_008um_00424_00202-1,Colon
s_008um_00391_00260-1,Colon
s_008um_00629_00449-1,SI
s_008um_00335_00244-1,Colon
s_008um_00295_00589-1,SI
s_008um_00438_00525-1,SI
s_008um_00389_00523-1,SI
s_008um_00459_00211-1,Colon
s_008um_00484_00234-1,Colon
s_008um_00336_00283-1,Colon
s_008um_00584_00278-1,Colon
s_008um_00324_00277-1,Colon
s_008um_00386_00291-1,Colon
s_008um_00513_00217-1,Colon
s_008um_00591_00443-1,SI
s_008um_00353_00311-1,Colon
s_008um_00343_00266-1,Colon
s_008um_00332_00249-1,Colon
s_008um_00398_00510-1,SI
s_008um_00406_00217-1,Colon
s_008um_00423_00199-1,Colon
s_008um_00358_00214-1,Colon
s_008um_00489_00489-1,SI
s_008um_00516_00494-1,SI
s_008um_00497_00278-1,Colon
s_008um_00603_00443-1,SI
s_008um_00462_00219-1,Colon
s_008um_00525_00288-1,Colon
s_008um_00589_00469-1,SI
s_008um_00438_00227-1,Colon
s_008um_00614_00467-1,SI
s_008um_00373_00228-1,Colon
s_008um_00353_00310-1,Colon
s_008um_00513_00494-1,SI
s_008um_00398_00286-1,Colon
s_008um_00421_00495-1,SI
s_008um_00403_00534-1,SI
s_008um_00411_00563-1,SI
s_008um_00549_00220-1,Colon
s_008um_00448_00547-1,SI
s_008um_00399_00239-1,Colon
